,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율,선거명,날짜
2737,새누리당,부산광역시,강서구,노기태,정당인,67,19461221,부산대학교 경영대학원 졸업,(전)부산시 정무부시장,46,구·시·군의 장선거,20140604
2738,새누리당,부산광역시,연제구,이위준,연제구청장,71,19430515,동아대학교 원예학과 졸업,(현)연제구청장,64.36,구·시·군의 장선거,20140604
2739,새누리당,부산광역시,수영구,박현욱,정무직 공무원,59,19550223,부산외국어대학교 국제경영지역학대학원 졸업,(현)수영구청장,62.1,구·시·군의 장선거,20140604
2740,새누리당,부산광역시,사상구,송숙희,사상구청장,55,19590505,부산대학교 대학원 박사과정 수료 (사회복지학과),(현)사상구청장,63.71,구·시·군의 장선거,20140604
2741,새누리당,대구광역시,중구,윤순영,대구광역시 중구청장,61,19520611,중앙대학교 예술대학원(전공:문화예술행정) ,(현)대구광역시 중구청장(민선 5기),61.31,구·시·군의 장선거,20140604
2742,새누리당,대구광역시,동구,강대식,동구의회 의원,54,19591102,영남대학교 대학원 경영학과 박사과정 수료,(현)동구의회 의장,79.39,구·시·군의 장선거,20140604
2743,새누리당,대구광역시,서구,류한국,정당인,60,19540215,영남대학교 행정학과 졸업,(전)대구광역시 서구 구청장 권한대행 부구청장,51.21,구·시·군의 장선거,20140604
2744,새누리당,대구광역시,남구,임병헌,대구광역시 남구청장,60,19531010,영남대학교 대학원 졸업(행정학 석사),(전)민선4기 남구청장,0,구·시·군의 장선거,20140604
2745,새누리당,대구광역시,북구,배광식,정당인,54,19590719,경북대학교 행정학과 졸업,(전)대구광역시 북구 부구청장,68.39,구·시·군의 장선거,20140604
2746,새누리당,대구광역시,수성구,이진훈,정무직 공무원,57,19560828,계명대학교 대학원 환경과학과 졸업 (이학박사),(전) 대구광역시 기획관리실장,72.8,구·시·군의 장선거,20140604
2747,새누리당,대구광역시,달서구,곽대훈,공무원(정무직),59,19550605,서울대학교 행정대학원 행정학과 수료(석사과정),(현)달서구청장,72.86,구·시·군의 장선거,20140604
2748,새누리당,대구광역시,달성군,김문오,달성군수,65,19490504,경북대학교 법학과 졸업,(전)대구MBC보도국장,0,구·시·군의 장선거,20140604
2749,새누리당,인천광역시,중구,김홍섭,인천광역시 중구청장,64,19490620,경기대학교 교정학과 졸업,(현)인천광역시 중구청장,52.6,구·시·군의 장선거,20140604
2750,새누리당,인천광역시,동구,이흥수,BCM보습어학원장,53,19601215,인하대학교 행정대학원 정책학과 졸업 (행정학 석사),(전)새누리당 인천시당 부위원장,47.82,구·시·군의 장선거,20140604
2751,무소속,전라북도,완주군,박성일,전북대학교 기초교양교육원 초빙교수,59,19550313,서울대학교 행정대학원 졸업 (행정학 석사),(전)전라북도 행정부지사,50.21,구·시·군의 장선거,20140604
2752,무소속,전라북도,진안군,이항로,농업,57,19570227,한국방송통신대학교 행정학과 졸업,(전)진안읍장,37.47,구·시·군의 장선거,20140604
2753,새정치민주연합,전라북도,무주군,황정수,정당인,59,19541009,중부대학교 중국통상학과 졸업,(전) 제8대 전라북도의회 의원,38.82,구·시·군의 장선거,20140604
2754,무소속,전라북도,장수군,최용득,농업,67,19470420,천천초등학교 졸업,(전) 41대 장수군수,41.9,구·시·군의 장선거,20140604
2755,무소속,전라북도,임실군,심민,사회활동가,66,19471224,한국방송통신대학교 행정학과 졸업,(전)임실군 부군수,27.83,구·시·군의 장선거,20140604
2756,새정치민주연합,전라북도,순창군,황숙주,공무원(순창군수),66,19470920,연세대학교 행정대학원 졸업(행정학석사),(전)감사원 국장,66.15,구·시·군의 장선거,20140604
2757,새정치민주연합,전라북도,고창군,박우정,기업인,69,19450517,건국대학교 농공대학 농학과 졸업,(현)고창중·고등학교 총동창회 회장,50.15,구·시·군의 장선거,20140604
2758,무소속,전라북도,부안군,김종규,교육사업,62,19511108,전주대학교 일반대학원 박사 학위과정 수료(법학과),(전)민선3기 부안군수,49.19,구·시·군의 장선거,20140604
2759,무소속,전라남도,목포시,박홍률,정치인,60,19530909,한양대학교 행정대학원 사법경찰행정학과 졸업(법학석사),(전)민선5기 목포시장 후보,35.48,구·시·군의 장선거,20140604
2760,새정치민주연합,전라남도,여수시,주철현,변호사,55,19590312,성균관대학교 법과대학 졸업,(전)광주지검장,50.09,구·시·군의 장선거,20140604
2761,무소속,전라남도,순천시,조충훈,순천시장,60,19531024,중앙대학교 행정대학원 도시환경행정학과 졸업,(전)한국청년회의소(JC) 40대 중앙회장,48.13,구·시·군의 장선거,20140604
2762,새정치민주연합,전라남도,나주시,강인규,정당인,59,19550410,초당대학교 경찰행정학과 졸업,(전)나주시의회의장,49.42,구·시·군의 장선거,20140604
2763,무소속,전라남도,광양시,정현복,무직,64,19491209,한려대학교 사회복지대학원 졸업 (사회복지학 석사),(전) 신안군 부군수,36.53,구·시·군의 장선거,20140604
2764,새정치민주연합,전라남도,담양군,최형식,정당인,58,19551129,전남대학교 일반대학원 정치학과 박사과정 수료,(현) 민선5기 담양군수,50.27,구·시·군의 장선거,20140604
2765,무소속,전라남도,장성군,유두석,기업인,64,19500227,경원대학교 대학원 도시계획학 박사과정 졸업,(전)민선4기 장성군수,53.99,구·시·군의 장선거,20140604
2766,새정치민주연합,전라남도,곡성군,유근기,정당인,51,19621015,전남과학대학교 지리정보토목과 졸업,"(전)전라남도 제7,9대 도의원",45.03,구·시·군의 장선거,20140604
2767,새정치민주연합,전라남도,구례군,서기동,구례군수,64,19491001,경동고등학교 졸업,(현)구례군수,38.36,구·시·군의 장선거,20140604
2768,새정치민주연합,전라남도,고흥군,박병종,고흥군수,60,19540220,순천제일대학 경영정보학부졸업,(현)고흥군수(민선4.5기),42.47,구·시·군의 장선거,20140604
2769,무소속,전라남도,보성군,이용부,남부대학교 사회복지학과 교수,61,19521113,서울시립대학교 일반대학원 졸업(행정학 박사/행정학전공),(전)서울특별시의회 의장,55.02,구·시·군의 장선거,20140604
2770,새정치민주연합,전라남도,화순군,구충곤,정당인,55,19590209,조선대학교 대학원 첨단해상운송시스템공학과(산업경영전공) 졸업,(전) 전라남도의회 예결위원회 위원장,33.43,구·시·군의 장선거,20140604
2771,무소속,전라남도,장흥군,김성,조선대학교 행정복지학부 비 전임교수(휴직),54,19590923,조선대학교 일반대학원 행정학과 졸업 (행정학박사),"(전)제6,7대 전라남도의회 의원",34.43,구·시·군의 장선거,20140604
2772,새정치민주연합,전라남도,강진군,강진원,강진군수,54,19591020,"시라큐스대학교 졸업(공공행정 중견관리자 개발과정,문학석사,1999.8.30~2001.5.10)",(전)제31회 행정고등고시 합격,72.31,구·시·군의 장선거,20140604
2773,새정치민주연합,전라남도,완도군,신우철,정당인,61,19530601,전남대학교 일반대학원 박사과정 수산과학과 졸업 (이학박사),(전)전라남도 진도군청 부군수,56.65,구·시·군의 장선거,20140604
2774,새정치민주연합,전라남도,해남군,박철환,해남군수,55,19590102,대불대학교 법학과 졸업(현 세한대학교),(전)해남군 농업 경영인회 초대 회장,61.75,구·시·군의 장선거,20140604
2775,새정치민주연합,전라남도,진도군,이동진,공무원,68,19451001,서울대학교 법과대학 법학과 졸업,(전)전남개발공사 사장,56.24,구·시·군의 장선거,20140604
2776,새정치민주연합,전라남도,영암군,전동평,정당인,53,19610207,전남대학교 행정대학원 졸업(행정학석사),(전)전라남도의회 4·5·6·7대 의원,50.7,구·시·군의 장선거,20140604
2777,새정치민주연합,전라남도,무안군,김철주,정무직 공무원,56,19571005,조선대학교 약학대학 약학과 졸업,"(전)제7,8대 전라남도의회의원",77.31,구·시·군의 장선거,20140604
2778,무소속,전라남도,영광군,김준성,심지종합건설(주) 이사,62,19520505,호남대학교 산업경영대학원 졸업,(전) 제4대 영광군 의회의장,54.72,구·시·군의 장선거,20140604
2779,새정치민주연합,전라남도,함평군,안병호,함평군수,66,19470910,초당대학교 사회복지학과 졸업,(전) 함평군 축협장,58.03,구·시·군의 장선거,20140604
2780,무소속,전라남도,신안군,고길호,자영업,69,19450506,동국대학교 경상대학 경영학과 1년제적(1965.03.02~1966.02.27),(전)신안군수(민선3기),45.16,구·시·군의 장선거,20140604
2781,새누리당,경상북도,포항시,이강덕,단국대학교 초빙교수,52,19620114,고려대학교 정책대학원 공안행정학과 졸업,(전)해양경찰청장(치안총감),66.75,구·시·군의 장선거,20140604
2782,새누리당,경상북도,울릉군,최수일,울릉군수,62,19520401,대구공업대학(인테리어디자인전공) 졸업,(전)울릉군의회의장,71.3,구·시·군의 장선거,20140604
2783,새누리당,경상북도,경주시,최양식,선출직공무원,62,19520407,리버풀대학교 사회·환경대학원 졸업(행정학 석사)(1988.9 ~ 1990.6),(현)경주시장,48.18,구·시·군의 장선거,20140604
2784,새누리당,경상북도,김천시,박보생,김천시장,63,19510106,경북대학교 행정대학원 졸업(행정학석사),(전)김천혁신도시지구협의회장,68.37,구·시·군의 장선거,20140604
2785,새정치민주연합,인천광역시,남구,박우섭,공무원,58,19550722,서울대학교 자연과학대학 미생물학과 졸업,(현) 인천광역시 남구청장,50.2,구·시·군의 장선거,20140604
2786,새누리당,인천광역시,연수구,이재호,정당인,55,19590311,인천대학교 건설환경관리공학과 졸업,(전)제4대 연수구 구의원,48.96,구·시·군의 장선거,20140604
2787,새누리당,인천광역시,남동구,장석현,정당인,58,19550908,인하대학교 행정대학원 졸업,(전)박근혜 대통령후보 중앙선대위 국민소통본부 희망네트워크 본부장,50.28,구·시·군의 장선거,20140604
2788,새정치민주연합,인천광역시,부평구,홍미영,인천광역시 부평구청장,58,19550910,이화여자대학교 사회학과 졸업,(전)제17대 비례대표국회의원,48.94,구·시·군의 장선거,20140604
2789,새정치민주연합,인천광역시,계양구,박형우,정당인(現 계양구청장),56,19570813,동양공업전문대학 건축과 졸업(現 동양미래대학교),"(전) 인천광역시 제2,3대 시의원",54.7,구·시·군의 장선거,20140604
2790,새누리당,인천광역시,서구,강범석,정당인,48,19660215,인천대학교 동북아물류 대학원 졸업(물류학 박사),(전)2010년 서구청장 후보,51.43,구·시·군의 장선거,20140604
2791,무소속,인천광역시,강화군,이상복,정치인,60,19540602,동국대학교 행정대학원 행정학과 졸업(행정학석사),(전)제주특별자치도 행정부지사,46.15,구·시·군의 장선거,20140604
2792,새누리당,인천광역시,옹진군,조윤길,공무원,64,19490704,한국방송통신대학교 행정학과 3학년 재학,(현)옹진군수,65.75,구·시·군의 장선거,20140604
2793,새정치민주연합,광주광역시,동구,노희용,광주동구청장,51,19621121,서울대학교 행정대학원 졸업(행정학석사),(현)광주동구청장,71.19,구·시·군의 장선거,20140604
2794,새정치민주연합,광주광역시,서구,임우진,정당인,61,19530312,전남대학교 일반대학원 행정학과 졸업(행정학박사),(전)광주광역시 행정부시장,69.95,구·시·군의 장선거,20140604
2795,새정치민주연합,광주광역시,남구,최영호,광주광역시 남구청장,49,19650201,광주대학교 사회복지전문대학원 석사,(현)새정치민주연합 중앙위원회 위원,72.95,구·시·군의 장선거,20140604
2796,새정치민주연합,광주광역시,북구,송광운,광주광역시북구청장,60,19530803,고려대학교 법과대학 행정학과 졸업,(전) 전라남도행정부지사,67.3,구·시·군의 장선거,20140604
2797,새정치민주연합,광주광역시,광산구,민형배,자치구청장,52,19610615,전남대학교 일반대학원 사회학박사,(현)광산구청장,83.36,구·시·군의 장선거,20140604
2798,새정치민주연합,대전광역시,동구,한현택,공무원,58,19551215,대전대학교 행정학과 재학(박사과정),(전)대전광역시 공보관,56.36,구·시·군의 장선거,20140604
2799,새정치민주연합,대전광역시,중구,박용갑,대전광역시 중구청장,57,19570317,한밭대학교 테크노(현 창업)경영대학원 졸업(경제학석사),(현)중구청장,50.91,구·시·군의 장선거,20140604
2800,새정치민주연합,대전광역시,서구,장종태,정당인,61,19530208,대전대학교 대학원 졸업(행정학박사),(전)충청남도 수석감사위원,48.29,구·시·군의 장선거,20140604
2801,새정치민주연합,대전광역시,유성구,허태정,공무원(정무직),48,19650817,충남대학교 철학과 졸업,(현)유성구청장,60.71,구·시·군의 장선거,20140604
2802,새누리당,대전광역시,대덕구,박수범,정당인,53,19600815,한남대학교 행정복지대학원 졸업(정치학석사),(전)박근혜 대통령후보 중앙당 조직특보,46.49,구·시·군의 장선거,20140604
2803,새누리당,울산광역시,중구,박성민,정무직공무원(울산광역시중구청장),55,19590419,울산대학교 정책대학원 졸업(행정학석사),(현)울산광역시 중구청장,62.7,구·시·군의 장선거,20140604
2804,새누리당,울산광역시,남구,서동욱,정당인,51,19630124,동국대학교 사회과학대학원 행정학과 졸업,(전) 사)자연보호중앙연맹 울산광역시협의회 회장,60.69,구·시·군의 장선거,20140604
2805,새누리당,울산광역시,동구,권명호,정당인,53,19610110,울산대학교 정책대학원 졸업(행정학석사),(전)제4대 동구의회 전반기의장,44.94,구·시·군의 장선거,20140604
2806,새누리당,울산광역시,북구,박천동,정당인,48,19660320,동의대학교 대학원 경제학과 졸업(경제학 박사),(전) 제3·4대 울산시의회의원,44.94,구·시·군의 장선거,20140604
2807,새누리당,울산광역시,울주군,신장열,울주군수(지방정무직공무원),61,19520916,울산대학교 산업대학원 졸업,(현)울산광역시울주군수,65.18,구·시·군의 장선거,20140604
2808,새정치민주연합,경기도,수원시,염태영,정무직공무원,53,19600725,서울대학교 농화학과 졸업,(현) 수원시장,59.43,구·시·군의 장선거,20140604
2809,새정치민주연합,경기도,성남시,이재명,(현)성남시장,49,19641222,중앙대학교 법과대학 법학과 졸업,(현)경기도 성남시장,55.05,구·시·군의 장선거,20140604
2810,새정치민주연합,경기도,의정부시,안병용,의정부시장,58,19560422,동국대학교 대학원 행정학과 박사과정 졸업,(전)신흥대학교 행정학과교수,51.82,구·시·군의 장선거,20140604
2811,새누리당,경기도,안양시,이필운,정당인,59,19550302,성균관대학교 행정학과 졸업,(전)안양시장,50.16,구·시·군의 장선거,20140604
2812,새정치민주연합,경기도,부천시,김만수,정무직공무원(부천시장),49,19640920,연세대학교 사회학과 졸업,(현)부천시장,54.68,구·시·군의 장선거,20140604
2813,새정치민주연합,경기도,광명시,양기대,정당인,51,19621012,서울대학교 사범대학 지리교육과 졸업,(현)광명시장,61.12,구·시·군의 장선거,20140604
2814,새누리당,경기도,평택시,공재광,정당인,51,19630320,고려대학교 정책대학원 졸업(행정학석사),(전)대통령비서실 민정수석실 행정관,52.19,구·시·군의 장선거,20140604
2815,새누리당,경기도,양주시,현삼식,공무원,66,19470622,경민대학(현 경민대학교) 복지보육학부 졸업 ,(전)국제PTP양주챕터초대회장,52.21,구·시·군의 장선거,20140604
2816,새정치민주연합,경기도,동두천시,오세창,동두천시장,63,19510523,한양대학교 정치외교학과 졸업,(전)제16대 경기도 동두천시 시장,40.17,구·시·군의 장선거,20140604
2817,새정치민주연합,경기도,안산시,제종길,도시와자연연구소 소장,59,19550321,서울대학교 대학원졸업(이학박사),(전)17대 국회의원 (안산단원을),38.95,구·시·군의 장선거,20140604
2818,새누리당,경상북도,안동시,권영세,안동시장,61,19530213,경북대학교 대학원 석사과정 수료,(전)대구시 부시장,52.68,구·시·군의 장선거,20140604
2819,새누리당,경상북도,구미시,남유진,구미시장,61,19530407,서울대학교 철학과 졸업,(현)구미시장,52.59,구·시·군의 장선거,20140604
2820,새누리당,경상북도,영주시,장욱현,정당인,57,19560814,미국 인디애나대 행정환경대학원 졸업(1983.8~1985.5 행정학 석사),(전)대구테크노파크 원장,54.73,구·시·군의 장선거,20140604
2821,새누리당,경상북도,영천시,김영석,정무직공무원(영천시장),62,19511013,연세대학교 행정대학원 외교안보전공 석사과정졸업(행정학석사),(전)박근혜 (전)한나라당 대표 특별보좌관,62.18,구·시·군의 장선거,20140604
2822,무소속,경상북도,상주시,이정백,농업,63,19500607,상주대학교 생명자원과학대학 축산학과 졸업,(전)제7대 경상북도의회 부의장,44.64,구·시·군의 장선거,20140604
2823,새누리당,경상북도,문경시,고윤환,기초단체장(문경시장),57,19570520,인하대학교 대학원 행정학과 졸업(행정학박사),(현)문경시장,58.59,구·시·군의 장선거,20140604
2824,새누리당,경상북도,예천군,이현준,예천군수,59,19550329,고려대학교 경영대학원 석사과정 수료,(전)경상북도의회 의원,74.38,구·시·군의 장선거,20140604
2825,새누리당,경상북도,경산시,최영조,정무직공무원(경산시장),59,19550315,경북대학교 행정대학원 도시행정전공 수료 (석사과정),(현) 경산시장,63.78,구·시·군의 장선거,20140604
2826,새누리당,경상북도,청도군,이승율,정당인,62,19520424,"서라벌대학(현,서라벌대학교) 경찰복지행정과 졸업",(전)청도군의회의장,50.17,구·시·군의 장선거,20140604
2827,새누리당,경상북도,고령군,곽용환,고령군수,55,19581220,영남대학교 행정대학원 자치행정학과 졸업(행정학석사),(현)고령군수,0,구·시·군의 장선거,20140604
2828,새누리당,경상북도,성주군,김항곤,공무원,62,19511001,경북대 행정대학원 졸,(전)성주경찰서장,65.32,구·시·군의 장선거,20140604
2829,새누리당,경상북도,칠곡군,백선기,공무원,59,19550218,경북대학교 행정대학원 졸업(행정학석사),(전)청도부군수,64.25,구·시·군의 장선거,20140604
2830,무소속,경상북도,군위군,김영만,무,61,19520809,경북대학교 농업개발대학원 졸업(농촌개발전공-농학석사),(현)대구지방법원 의성지원 조정위원,52.57,구·시·군의 장선거,20140604
2831,새누리당,경상북도,의성군,김주수,농수산무역대학 학장,62,19520510,성균관대학교 대학원 경제학과 박사과정 수료,(전)농림부차관,75.07,구·시·군의 장선거,20140604
2832,무소속,경상북도,청송군,한동수,정무직 공무원 청송군수,65,19490101,영남대학교 대학원 도시공학과 박사학위과정 수료,(현)청송군수,58.05,구·시·군의 장선거,20140604
2833,새누리당,경상북도,영양군,권영택,영양군수,51,19620815,경북대학교 산업대학원 산업공학과 졸업,(현)영양군수,50.85,구·시·군의 장선거,20140604
2834,새누리당,경상북도,영덕군,이희진,정치인,50,19640310,중앙대학교 행정대학원 행정학과 졸업(행정학석사),(전)국회의원 강석호 보좌관,45.72,구·시·군의 장선거,20140604
2835,새누리당,경상북도,봉화군,박노욱,봉화군수,53,19601016,경북대학교 행정대학원 졸업,(전)한국농업경영인 중앙연합회 수석부회장,0,구·시·군의 장선거,20140604
2836,새누리당,경상북도,울진군,임광원,울진군수,63,19500919,경북대학교 행정대학원 개발행정학과 졸업,(전)경상북도 경제통상실장,53.84,구·시·군의 장선거,20140604
2837,새누리당,경상남도,창원시,안상수,정당인,68,19460209,서울대학교 법학과 졸업,(전) 한나라당 대표최고위원,56.51,구·시·군의 장선거,20140604
2838,새누리당,경상남도,진주시,이창희,진주시장,62,19510929,"위스콘신 메디슨 주립대 대학원 졸업(2년, 정책학석사, 1992~1994)",(전)경상남도 정무부지사,68.22,구·시·군의 장선거,20140604
2839,새누리당,경상남도,통영시,김동진,공무원,63,19510410,연세대학교 경제학과 졸업,(전)청와대 경제비서실 SOC기획단 행정관,47.51,구·시·군의 장선거,20140604
2840,새누리당,경상남도,고성군,하학열,정당인,55,19580729,중앙대학교 전기공학과 졸업,(전)고성군의회 제5대 의원,42.59,구·시·군의 장선거,20140604
2841,무소속,경상남도,사천시,송도근,한국시대학회대표,66,19471127,한국방송통신대학교 졸업,(전)부산지방국토관리청장,53.42,구·시·군의 장선거,20140604
2842,새정치민주연합,경상남도,김해시,김맹곤,김해시장,68,19451020,단국대학교 법정대학 법률학과 졸업,(전)제17대 국회의원,48.52,구·시·군의 장선거,20140604
2843,새누리당,경상남도,밀양시,박일호,정당인,51,19620721,영국 이스트앵글리아대학교 환경대학원(2000.9.~2003.4.)졸업(환경경제학박사),(전) 청와대 부이사관,57.01,구·시·군의 장선거,20140604
2844,새누리당,경상남도,거제시,권민호,거제시장,58,19560409,동아대학교 대학원 졸업(이학박사),"(전) 경상남도의회 제7대,8대 의원",45.76,구·시·군의 장선거,20140604
2845,무소속,경상남도,의령군,오영호,농업,64,19491002,창녕옥야중학교 졸업,(전)의령농지개량조합장,45.49,구·시·군의 장선거,20140604
2846,새누리당,경상남도,함안군,차정섭,(사단법인)함안미래발전연구원 원장,63,19510202,명지대학교 대학원 졸업 (교육학박사),(전)보건복지부 한국청소년상담원 원장,50.53,구·시·군의 장선거,20140604
2847,새누리당,경상남도,창녕군,김충식,공무원(창녕군수),64,19500212,육군3사관학교 졸업,(전)창녕군의원1~4대,76.8,구·시·군의 장선거,20140604
2848,새누리당,경상남도,양산시,나동연,양산시장(정당인),58,19550901,부산대학교 국제전문대학원(국제학석사:글로벌비즈니스),(현)양산시장,54.44,구·시·군의 장선거,20140604
2849,무소속,경상남도,하동군,윤상기,하동미래연구소소장,59,19541117,"진주농림고등전문학교(현,경남과학기술대학교)졸업",(전)하동군 부군수,24.73,구·시·군의 장선거,20140604
2850,새누리당,경상남도,남해군,박영일,정당인,59,19550111,동아대학교 체육학과 졸업,(전)남해군수협장,50.39,구·시·군의 장선거,20140604
2851,새누리당,경상남도,함양군,임창호,함양군수,61,19521030,서울사이버대학교 4년재학,(전)7 · 8대 경상남도의회 의원,50.59,구·시·군의 장선거,20140604
2852,새누리당,경상남도,산청군,허기도,정치인,60,19530722,경상대학교 교육대학원 졸업(교육학석사),(전)제9대 경상남도의회 의장(전반기),67.55,구·시·군의 장선거,20140604
2853,새정치민주연합,경기도,고양시,최성,고양시장,50,19630810,고려대학교대학원 정치외교학과 졸업(정치학박사),(현)고양시장,51.36,구·시·군의 장선거,20140604
2854,새누리당,경기도,과천시,신계용,정당인,50,19630818,서울대학교 사회복지과 졸업,(전)새누리당 중앙당 여성국장,33.05,구·시·군의 장선거,20140604
2855,새정치민주연합,경기도,의왕시,김성제,의왕시장,54,19600310,서울대학교 대학원 행정학 박사,(현)의왕시장,58.38,구·시·군의 장선거,20140604
2856,새정치민주연합,경기도,구리시,박영순,구리시장,66,19480126,연세대학교 행정대학원 도시행정학 졸업 (행정학 석사),(전) 제12대 구리시장,49.67,구·시·군의 장선거,20140604
2857,새누리당,경기도,남양주시,이석우,공무원,66,19480303,연세대학교 행정대학원 졸업(행정학석사),(전) 경기도 행정2부지사,49.52,구·시·군의 장선거,20140604
2858,새정치민주연합,경기도,오산시,곽상욱,공무원(오산시장),49,19640622,단국대학교 행정대학원 행정학과 졸업,(현)제5기 민선 오산시장,59.38,구·시·군의 장선거,20140604
2859,새정치민주연합,경기도,화성시,채인석,화성시장,51,19630327,중앙대학교 대학원 북한개발협력학과 석사과정 수료,(현)화성시장,48.31,구·시·군의 장선거,20140604
2860,새정치민주연합,경기도,시흥시,김윤식,시흥시장,48,19660325,연세대학교 행정대학원 졸업,(전)행정자치부 장관정책보좌관,49.72,구·시·군의 장선거,20140604
2861,새정치민주연합,경기도,군포시,김윤주,군포시장,65,19480703,용문초등학교 졸업,(전)한국노총 경기중부 지역지부 의장,59.65,구·시·군의 장선거,20140604
2862,새정치민주연합,경기도,하남시,이교범,정당인,62,19520509,단국대학교 무역학과 졸업,"(전)제1,2,3대 하남시의회 의원 및 3대후반기 의장",52.4,구·시·군의 장선거,20140604
2863,새누리당,경기도,파주시,이재홍,정당인,57,19570110,연세대학교 행정학과 졸업,(전) 행정중심복합도시건설청장(차관급),47.37,구·시·군의 장선거,20140604
2864,새누리당,경기도,여주시,원경희,조은세무법인 대표이사,58,19551016,성균관대학교 경영대학원 졸업(경영학석사),(현) 여주포럼 상임대표,54.26,구·시·군의 장선거,20140604
2865,새정치민주연합,경기도,이천시,조병돈,공무원(정무직),65,19490124,한경대학교 산업대학원 졸업(공학석사),(현)이천시장,39.87,구·시·군의 장선거,20140604
2866,새누리당,경기도,용인시,정찬민,정당인,56,19580516,경희대학교 테크노경영대학원 글로벌경영학과 졸업(경영학석사),(전) 박근혜후보 언론특보,47.47,구·시·군의 장선거,20140604
2867,새누리당,경기도,안성시,황은성,안성시장,52,19620226,건국대학교 행정대학원 졸업 (행정학 석사),(현)안성시장,58.73,구·시·군의 장선거,20140604
2868,새정치민주연합,경기도,김포시,유영록,정당인,51,19620922,서울시립대학교 대학원 도시행정학과 박사과정 수료,(현)김포시장,48.28,구·시·군의 장선거,20140604
2869,새누리당,경기도,광주시,조억동,광주시장,57,19561001,한국외국어대학교 정치행정언론대학원 공공정책학과 재학중,(전)광주시의회 제3대ㆍ4대의원(전반기 의장),50.85,구·시·군의 장선거,20140604
2870,새누리당,경기도,포천시,서장원,포천시장,56,19580120,대진대학교 법무행정대학원 법학과 졸업,(전)포천군의회의장,55.82,구·시·군의 장선거,20140604
2871,새누리당,경기도,연천군,김규선,정무직,61,19521106,대진대 법무행정대학원 재학,(현)연천군수,52.43,구·시·군의 장선거,20140604
2872,새누리당,경기도,양평군,김선교,정당인,53,19600918,고려대학교 정책대학원 국토계획경제학과 석사,(현) 양평군수,60.12,구·시·군의 장선거,20140604
2873,무소속,경기도,가평군,김성기,가평군수,57,19560914,한림전문대학(현 한림성심대학교) 지방행정과 졸업,(현)가평군수,54.25,구·시·군의 장선거,20140604
2874,새누리당,강원도,춘천시,최동용,무직,63,19500902,한국방송통신대학교 법학과3년 중퇴,(전)춘천시 부시장,58.03,구·시·군의 장선거,20140604
2875,새정치민주연합,강원도,원주시,원창묵,공무원,53,19601210,중앙대학교 건설대학원 도시공학과 졸업,(전)원주시의회 의원,51.5,구·시·군의 장선거,20140604
2876,새누리당,강원도,강릉시,최명희,강릉시장,59,19550408,고려대학교 법과대학 행정학과 졸업,(현)강릉시장,70.4,구·시·군의 장선거,20140604
2877,새누리당,강원도,동해시,심규언,정당인,58,19551001,관동대학교 경영행정대학원 행정학석사,(전)동해부시장,47.52,구·시·군의 장선거,20140604
2878,무소속,강원도,삼척시,김양호,무,52,19611201,강원대학교 법과대학 행정학과 졸업,(전)삼척시 비서실장,62.44,구·시·군의 장선거,20140604
2879,새누리당,강원도,태백시,김연식,태백시장,46,19680309,연세대학교 정경대학원 정치학과 졸업(정치학 석사),(현)태백시장,57.26,구·시·군의 장선거,20140604
2880,새누리당,강원도,정선군,전정환,정당인,56,19570820,정선종합고등학교졸업,(전)정선군 부군수,54.48,구·시·군의 장선거,20140604
2881,무소속,강원도,속초시,이병선,정당인,51,19630210,동국대학교 교육대학원 교과교육학과 졸업(교육학 석사),(전)강원도의회 의원(2선),52.17,구·시·군의 장선거,20140604
2882,새누리당,강원도,고성군,윤승근,아모레퍼시픽 설악점 대표,59,19550307,경동대학교 사회복지경영학부 졸업,(전)제4대 강원도의원,41.65,구·시·군의 장선거,20140604
2883,새누리당,강원도,양양군,김진하,정당인,54,19600308,강릉원주대학교 경영정책과학대학원 졸업,(전)양양군 문화관광과장,42.09,구·시·군의 장선거,20140604
2884,새누리당,강원도,인제군,이순선,정치인,57,19570528,한림성심대학 정보통신네트워크과 졸업(현 한림성심대학교),(현)인제군수,50.66,구·시·군의 장선거,20140604
2885,새누리당,강원도,홍천군,노승락,축산업,63,19510515,강원대학교 일반대학원 행정학과 박사과정 수료,(전) 홍천군 기획감사실장,42.83,구·시·군의 장선거,20140604
2886,새누리당,강원도,횡성군,한규호,정당인,63,19510204,강원대학교 일반대학원 행정학과 졸업(행정학 박사),(전)김진선 강원도지사 비서실장,61.15,구·시·군의 장선거,20140604
2887,새누리당,강원도,영월군,박선규,정무직 공무원 (현 영월군수),57,19570209,세경대학 사회복지학과 졸업,(현)영월군수,66.45,구·시·군의 장선거,20140604
2888,새누리당,강원도,평창군,심재국,자영업,57,19561120,관동대학교 경영대학원졸업(경영학석사),(전)평창군의회 의장,54.33,구·시·군의 장선거,20140604
2889,새누리당,경상남도,거창군,이홍기,거창군수,55,19581127,국립창원대학교 토목공학과 대학원졸업(공학박사),(전)경남도청 도시계획과장,57.6,구·시·군의 장선거,20140604
2890,새누리당,경상남도,합천군,하창환,합천군수,64,19490915,합천농업고등학교(현.합천고등학교)졸업,(현)합천군수,75.05,구·시·군의 장선거,20140604
