"ID","용역명","용역기간(시작)","용역기간(끝)","용역기관","필요성","연구개요"
"6564","서울시 평생교육 실태조사 결과분석 및 발전방안 연구용역","2013-04-25","2013-08-20","국가평생교육진흥원","○ 서울시 종합적인 평생교육 현황에 대한 연구분석 사례가 없음  ○ 서울시 평생교육 실태조사와 교과부 주관 평생교육 실태조사로 조사가 이원화되어 있어 서울시와 교과부의 자료를 통합하여 분석할 필요가 있음 ○ 실질적인 서울시 평생교육의 운영실태의 기본데이터를 토대로 하는 DB 구축이 절실하게 필요한 상황임","○ 용 역 명 : 서울시 평생교육 실태조사 결과분석 및 발전방안 연구용역 ○ 용역기간 : 계약일로부터 3개월간(’13년 상반기)  ○ 용역목적 : 2012년 실시한 평생교육기관 운영실태 조사결과 및 교과부 조사결과를 통합하여 현황을 심층분석하고 향후 서울시 평생학습 정책방향을 도출코자 함."
"6844","서울거주 중국동포 실태조사 및 정책 수립 연구","2013-04-25","2014-02-20","아주대학교 산학협력단","○ 서울거주 외국인 주민중 중국동포가 61%를 차지하며 외국인의 주류세력으로 부상했으나 그에 합당한     중국동포정책 부재    - 중국동포 5년간 2배가량 증가 : ’07년 127240명 → ’12년 247036명 ○ 타 외국인 집단과는 구별되는 특수성을 고려 ‘중국동포 마스터플랜’수립을 위해     실태조사 및 중&#8228;장기 정책방향 연구 필요","○ 서울거주 중국동포 실태분석 및 향후 전망    - 서울지역 중국동포 밀집지역 현황 및 분야별 생활실태 분석    - 실태분석에 따른 시사점 도출 및 향후 전망 ○ 중앙정부 및 타 지자체 중국동포정책 및 해외 유사사례    - 중국동포 정책관련 국내&#8228;외적인 정책 환경 분석 및 예측 ○ 중국 동포 중&#8228;장기 계획 수립    - 기본방향 및 목표와 전략    - 중국동포 생활환경 개선방안    - 중국동포 사회통합방안"
"6841","tbs 교통방송 진단 및 발전방안","2013-04-23","2013-08-16","서울연구원","○ 현재까지 tbs의 언론사로서 독립성 등에 대한 조사의 부재로 관련 연구 분석 사례가 없음 ○ 따라서 tbs가 서울시 산하 기관에서 서울 수도권 지역 시민방송으로 거듭나기 위해 현재 tbs의 현황파악 및 국내외 유사 조직의 독립성 마련 전략 등에 대한 분석과 조사가 절실하게 필요한 상황임  ○ 향후 tbs의 서울 수도권 지역 시민방송으로서의 지역성을 강화하고 독립적 언론사로서 기능할 수 있는 재정자립도 향상을 위한 방안 마련이 요구됨","tbs의 서울 수도권 지역 시민방송으로 발전에 필요한 독립성 강화 방안 미래 핵심 콘텐츠를 발굴 지역성 강화 방안 및 재정자립도 향상 방안 등을 연구하여 시민의 방송 tbs의 발전 전략을 도출하고자 함."
"6719","서울기록원 건립 추진을 위한 학술연구용역","2013-04-19","2013-08-19","기억과 기록 경영연구원(주) 컨소시엄","○ 중요 공공기록과 민간기록의 종합적 수집 보존과 함께 시자치구간 지방기록물의 보존 분담체계 확립 ○ 시민소통의 가치창출을 위한 선도적 기록물관리기관 모델 정립 필요 ○ 세계적 수준의 서울시 아카이브 모델 설정을 위한 연구용역 추진 필요(시장 지시사항 '12.2.27)","서울시 보존대상 기록물을 체계적이고 안전하게 보존 관리하며 공공기관의 정보공개 패러다임 변화에 부응하여 공유와 소통시정의 중심역할을 하게 될 지방기록물관리기관의 건립 추진을 위한 제반사항 연구"
"6583","공공시설물 이용 광고혁신을 위한 광고가이드라인 수립","2013-04-15","2013-11-10","(주)디자인팩토리","○도시의 품격을 떨어뜨리고 시민정서에 맞지 않는 질 낮은 광고물 난립 ○시민이 공감하고 품격 있는 광고를 위한 혁신방안과 가이드라인 설정 필요 ○광고효과 극대화 및 시의 전반적인 광고전략 수립에 활용 등","○지역범위 : 서울시 전역의 공공시설물 이용 광고물 ○연구 주요내용   - 연구용역 필요성 및 공공시설 활용 광고 기본현황 실태조사   - 공공시설 활용 광고 외국사례 자료수집   - 혁신방안 → 광고물 관리의 새로운 패러다임 정립   - 품격 있는 광고를 위한 가이드라인 수립 → 마스터플랜 수립"
"6854","서울시 민간위탁 종합적 제도개선을 위한 연구용역","2013-04-10","2013-11-29","서울연구원","○ 민간위탁 사무 관리에 활용할 체계적 연구결과 및 관리지침 부재 ○ 민간위탁 대상사무 선정기준 마련을 통한 위탁사무 정비 필요 ○ 수탁기관 근로자의 근로조건 개선을 위한 종합적 대책 수립 필요 ○ 민간위탁의 책임성과 공공성 제고를 위한 평가 환류시스템 필요","○ 용 역 명 : 서울시 민간위탁 종합적 제도개선을 위한 연구용역 ○ 용역기간 : 계약일로부터 6개월(2013. 3월 ~ 8월) ○ 수행기관 선정방법 : 일반경쟁입찰  ○ 과업내용    - 민간위탁 선정기준 및 민간위탁 사무의 적정성 재검토   - 수탁기관 종사자 고용조건 개선을 위한 종합대책 수립   - 민간위탁 평가의 구체적 기준 및 체계적 관리 운영을 위한 개선 방안 등 ○ 소요예산 : 190000천원"
"6720","한강 자연성 회복 기본계획 수립 연구용역 (2차)","2013-04-05","2013-12-30","서울시립대학교 산학협력단","○ 2012년 '한강 자연성 회복 기본계획 수립을 위한 연구용역(1차)'을 통해 한강의 자연성 회복에 대한 기본방향 및 비전 목표 등을 제시하고 1차 연구용역과 연계된 후속 연구과제로 구체적인 자연성 회복 기본계획을 수립하여 중장기 추진 전략 제시 및 연차별 사업계획 수립 필요. ○ 한강공원의 생태성을 강화하고 보전 및 복원을 위한 올바른 방향을 설정을 통해 한강의 자연성 회복사업 추진. ○ 한강의 역사문화와 생태복원 사업의 연계 및 대상지 검토 한강의 경관 개선 계획 및 한강변 관리방향 연구 필요.","○ 연구목적   - 2012년 추진중인 '한강 자연성 회복 기본계획 수립을 위한 연구용역(1차)'과 연결된 후속연구로서 구체적인 한강의 자연성 회복 기본계획 수립   - 한강의 생태계 및 역사문화 복원 및 보전 한강변 경관개선 및 한강공원 관리 및 이용계획을 제시하고 향후 사업 추진을 위한 단계별 과제 설정   - 중장기 추진 전략에 따른 연차별 실행체계 및 세부계획 수립  ○ 연구대상범위   - 서울시계 내 한강수역 둔치 및 수변구역 ○ 연구방법   - 서울연구원에 학술용역 의뢰 (수의계약)"
"6737","서울시 환경보건정책 로드맵 수립","2013-04-01","2013-08-28","서울대학교 산학협력단 외1","1.의료기술의 발전에도 암 및 환경성 질환자는 급증하는 추세  - ‘99년 대비 암 발생환자 수 남자 72.3% 여자114.9%로 증가  - 환경성질환자 ‘02년의 557만명 대비‘09년 830만명으로 49%(273만명) 증가 2. 암 예방 및 관리 정책의 근본적 전환 필요  - 암 예방 대책 : 조기진단?치료중심→ 예방정책으로 다원화  - 암발생 주요 원인의 하나인 환경성 유해물질에 대한 예방 관리대책 필요 3. 발암물질 정보제공 및 시민 인식전환을 통한 장기적인 건강토대마련과 더불어 암 등 환경성질환 예방?  관리 정책 전환을 위한 구체적인 추진전략 수립과 새로운 건강정책 발전 방향으로의 도약 필요","1. 과 업 명 : 암 등 환경성질환 예방?관리 로드맵 수립 연구 용역 2. 과업기간 : 2013. 3? 2013. 9 (7개월) 3. 수행기관 : 미정 4. 과업의 목적    ○ 암 등 환경성질환을 예방?관리를 위한 비젼을 장기적인 측면에서 목표와 추진방향을 제시하고 가정 학교 지역 등에서 실천할 수 있는 구체적인 방법 및 모델에 대한 연구   ○ 서울지역 특성에 맞는 환경성 유해물질의 생산 유통 제품구매 및 사용 환경에서 발생하는 영향 및 시민건강의 위해요인을 저감을 통한 암 등 환경성질환을 예방?관리 할 수 있는 방법에 대한 연구   ○ 해외 사례 조사를 통한 서울시 적용 가능한 선진 사례 연구와 적용   ○ 그 밖에 환경성질환 예방?관리 교육에 관한 사항"
"6877","시민체감형 시정운영계획 도출을 위한 종합연구","2013-03-21","2013-05-20","(주)윈지코리아컨설팅","○현 서울시 시행 정책의 실질적 정책 수혜대상의 의견 수렴 필요 시점 ○향후 정책 기조의 방향 결정 위한 기초자료 구축 필요","○용 역 명 : 시민체감형 시정운영전략 도출을 위한 종합연구 ○연구방식 : 위탁형 (학술연구)용역 ○연구기간 : 2013. 3월(1개월) ○조사방법 : 전화면접조사 및 FGI(심층면접조사) 등을 통한 시민&#8228;공무원 의견 수렴 및 분석   ※ 표본추출 : 인구구성에 따른 비례할당(성/연령/거주구 등)"
"6572","대학과 연계한 하천관리 연구용역(3단계 2차)","2013-03-19","2014-03-18","산학협력단","○ 최근 기후변화에 따른 이상홍수 방어를 위한 정량적 평가 기법 구축 및 하천별 특성에 맞는 합리적이고     종합적인 대책이 요구됨. ○ 하천의 홍수피해 예방과 과학적인 하천관리를 위해서는 수문 모형 특성상 장기적인 자료구축에 의해    신뢰 할 수 있는 적정 수리 수문 자료 축적이 선행되어야 함. ○ 1 2단계(10년간) 수행한 결과에 의해 기 축적된 수리 수문자료를 활용하고 주요 매개변수 보완 등을    통한 하천 인프라 구축이 필요하며 이를 위한 각 하천별 차세대 수자원 전문 인력 양성이 무엇보다도    요구됨. ○ 수자원 전문가를 활용한 각 하천별 지속적인 모니터링 결과에 따른 홍수특성 및 홍수예방 시스템 구축    과 효과적이고 경제적인 치수방재 대책 수립을 위한 방재 우선 순위 결정 방안 제시 필요.","○ 대상하천 : 서울시 11개하천(2013년 도림천 신규추가) ○ 수행기관 : 서울시립대 등 9개 대학 ○ 하천명(연구대학) : 한강(한양대) 중랑천(경기대) 안양천/도림천(서울대) 우이천(서울시립대) 청계천/정릉천(고려대) 불광천(연세대) 성내천(건국대) 홍제천(홍익대)탄천(명지대) ○ 과업목표 : 기후변화 적응을 위한 치수능력 분석 및 홍수범람도 작성   ▶ 그 동안 추진한 내용 ○ 1단계 5차년 사업('99년 ~ '04년)   - 내 용 : 홍수관리를 위한 조사 및 자료수집 제방안전도 평가 및 침수구역 검토 ○ 2단계 5차년 사업('05년 ~ '10년)   - 내 용 : 홍수특성분석에 따른 홍수위 예측 하천 예경보 시스템 구축방안 제시 ○ 소요예산(1 2단계) : 2038백만원(재난관리기금)  ▶ 현재 및 향후 계획 ○ 3단계 5차년 사업('11년 ~ '16년)   - 내 용 : 서울시 주요하천별 수리 수문 분석 및 취약지역 검토 기후변화 적응을 위한 치수능력분석 및             홍수범람도 작성 유역별 홍수방재 가이드라인 작성 등 하천방재계획 수립에 활용 ○ 소요예산 : 1800백만원(2012년 : 200백만원)"
"6595","장애인 재난위기관리 매뉴얼 개발 및 보급","2013-03-14","2013-08-07","국립재활원","○ 많은 장애인들이 각종 재난 및 사고를 당하는 사례가 발생하고 있으나 정확한 통계 및 조사 연구가 미흡 ○ 장애유형별 특성의 차이가 있음에도 불구 위기상황별 대응메뉴얼 및 교육자료가 전무한 실정  ○ 시각청각지체장애 등 장애별 특성을 고려한 대처법 및 효과적인 활용수단 마련 필요 ○ 장애유형별 특성을 고려한 맞춤형 재난 및 사고 위기관리 매뉴얼을 개발하고 책자 등을 발간보급하여     교육자료 및 장애인시설 등에 비치 활용할 필요성 대두","○ 서울특별시장 방침 제126호(2012.05.01)「함께 만들고 함께 누리는 장애인 희망서울 종합계획」 ○ 장애인의 생명과 신체에 피해를 줄 수 있는 각종 재난 및 사고 등 위기상황 발생 시 장애인의 자체대응    역량 강화를 위한 정책개발 및 제도개선 기초자료 마련 ○ 각종 재난 및 사고 시 장애로 인한 사고사례 통계 및 조사 연구 ○ 각종 재난 및 사고 등 위기상황 발생 시 장애유형별 특성을 고려한 대처 방안에 대한 사례 조사  ○ 장애유형별 특성을 고려한 효과적(감가 시각화: 그림 점자 등 적용)인 재난예방 대처법 개발 및 보급"
"6578","동주민센터 기능개선을 위한 학술용역","2013-03-08","2013-10-31","서울연구원","&#10061; 통&#12539;폐합 동주민센터 성과분석 필요      - 2007~2009년 실시한 98개 동주민센터 통&#12539;폐합 실시후 성과분석 미실시      - 통&#12539;폐합 동주민센터에 대한 문제점 및 보완대책 필요      - 향후 동주민센터 통&#12539;폐합에 대한 가이드라인 마련 필요    &#10061; 업무조사와 진단을 통해 업무간소화와 인력 재배치 및 활용방안 필요      - 업무조사와 진단 구&#12539;동간 업무조정 민원업무 전산화 등을 통한 업무간소화 추진    &#10061; 지역별 특성화 동주민센터에 대한 기능강화 방안 강구 필요       - 지역별로 특성화된(공단 및 상가 밀집지역 외국인 밀집지역 등) 동에 대한 기능 강화    &#10061; 기타 복지전달체계 강화를 위한 동 인력 재배치 요구 등(건강복지실)","&#10061; 용역명칭 : 동주민센터 기능개선을 위한 학술용역   &#10061; 과업기간 : 계약일로부터 5개월   &#10061; 과업범위 : 동주민센터(표본조사)    &#10061; 수행기관 : 전문연구기관   &#10061; 소요예산 : 50000천원"
"6739","마포 석유비축기지 활용 방안 및 마스터플랜 수립 용역","2013-03-07","2014-04-30","서울연구원","○ 최근 상암 DMC지구는 서울시에서 주목받는 장소로 부상하고 있으나 인접한 석유비축기지는 오랫동안 관리가 되지 않고 버려진 채 방치되고 위험성이 있어 이를 시민과 어린이학생들을 위한 시설로의 전환이 시급함. ○ 따라서 화석연료의 상징이자 우리나라 최초의 석유비축기지를 자연생태?환경적 측면에서 재활용하여 환경의 소중함을 경험할 수 있는 장소로 제공하기 위한 기본구상 및 마스터플랜(기본계획)의 마련이 필요함.","○ 과업명 : 마포 석유비축기지 활용 방안 및 마스터플랜(기본계획) 수립 용역 ○ 과업기간 : 2013. 1 ~ 12  ○ 과업범위 : 마포구 성산동 산53-1일대 약65212㎡ (단 용역수행 과정에서 추가 될 수 있음)  ○ 사업비 : 640백만원 (시비)"
"6606","서울시 도시생태현황도 재정비 용역(1차년도)","2013-03-07","2014-03-06","서울연구원","1) 서울특별시도시계획조례 제4조의 지속가능한 도시계획기본계획 수립을 위한 기초 조사내용에 도시생 태현황이 포함되어 있으며 매5년마다 현황조사를 실시하여 정비하고 있음. 2) 2000년 최초 도시생태현황도를 작성한 이후 2005년 1차정비(2003~2005년 용역실시) 2010년 2차정비 (2008~2010년 용역실시)를 실시하였음. 3) 도시생태 현황도는 현재의 현황을 기반으로 작성되어 개별 토지의 개발행위 제한 등 시민의 재산권 과 밀접한 관련이 있으나 현재의 도시생태현황도는 2010년에 작성된 것으로 개발 등으로 인하여  토지 및 생태현황이 변경되었기에 개별 토지별로 정확한 생태현황도를 작성하여 시민의 불편을  최소화 하고자 함.  4) 도시생태현황도는 시설계획과의 도시계획업무 뿐만아니라 자연생태과 및 공원과 등에서 관련업무에 활용하고 있으며 자치구에서는 도시계획과 공원과 건축과 등에서 인허가시 활용하고 있으므로 정확하고 신뢰성있는 행정을 위하여 재정비가 필요함.","현재 개발행위허가 및 생태보호구역 지정 등에 활용중인 서울시도시생태현황도가 2010년에 정비된 것으로서 지난 5년동안의 서울시의 토지사용 변화 및 생태변화 등을 반영하지 못하고 있어 재정비 용역을 통하여 수정 보완하고자 함."
"6717","서울시 설계시공 일괄방식의 성과평가에 관한 연구 용역","2013-02-25","2013-10-25","서울연구원","○ 과거 턴키 사업에 대한 엄정한 종합성과를 통한 점검 및 반성 ○ 성과평가 결과의 백서제작을 통해 기록물로 보존하고 관리","○ 용 역 명 : 서울시 설계시공 일괄방식의 성과평가에 관한 연구 용역 ○ 용역범위 : 1997년 이후 서울시 대형공사 중 준공된 사업(약 300건) ○ 계약방법 : 수의계약(특정인과의 학술연구 등을 위한 용역계약) ○ 용역기간 : 2013. 1 ~ 2013. 6(6개월) ○ 소요예산 : 70000천원"
"6738","민간 운영 도시계획시설 관리방안 연구","2013-02-18","2014-02-14","(재)서울연구원","○ 대규모 면적 도시계획시설 및 개별필지 단위 도시계획시설에 이르기 까지 도시계획시설 변경을 통한 개발압력 가중 ○ 특히 도시계획시설의 기능 축소 및 상실에 따른 도시계획시설의 관리방안 부재로 지속적인 민원 발생 ○ 『도시계획시설의 결정&#65381;구조 및 설치 기준에 관한 규칙』(이하 ‘도시계획시설 규칙’이라함)에 의거한 기존시설 및 부대&#65381;편의시설의 허용은 세부적 기준을 마련하고 있지 않아 지역과 서울시의 특성에 부합되는 도시계획시설의 계획적 관리방안 필요","○ 도시의 다양한 기능과 편리성을 위해 설치된 도시계획시설 중 민간이 운영하는 시설의 경우 당초 시설 지정 목적을 상실하거나 개발압력으로 인해 민원이 가중되는 등 여러 가지 사회적 문제를 안고 있음 ○ 이에 민간 운영 도시계획시설의 운영 및 정비 종합적 관리 방안을 마련하고자 함"
"6557","기업의 사회적 책임(CSR) 계약방안 마련을 위한 학술연구용역","2013-02-04","2013-09-06","한국표준협회","○ SSM 등 중소기업 사업영역 침해 대기업의 일감몰아주기 등 부당한 거래관행으로 인해 부의 양극화 초래와 소외계층 발생   - 기업들이 브랜드가치 상승 및 이미지 제고 등 장기적인 안목을 갖고 영업활동을 하기 보다는 단기적인 이윤추구에 몰두하고 있으며   - 기업들사이에 기업의 사회적 공헌활동이 사회적 투자가 아닌 시혜적 활동이라는 인식 팽배 ○ 새로운 사회공헌모델인 희망기업이 다수 출현됨에 따라 이들 기업에 대한 실효성있는 지원체계 마련 필요    - 일자리 창출 지역발전 사회통합 등에서 큰 역할을 수행하고 있는 희망기업을 활성화할 필요성 대두 ○ 사회적 윤리 요구 수준 제고 윤리적 기업 발굴 등 사회적 윤리 인프라를 구축할 필요성 증대   - 기업의 윤리적 활동 필요성이 제기되고 있음에도 기업의 사회적 책임(CSR)에 대한 정의 정립이나 CSR 촉진 확산을 위한 계약제도 모델 연구 부족 ○ 사회적 투자 마인드의 함양과 계약과정에 대한 기업의 사회적 책임 이행 촉진을 위한 체계적인 실태조사분석 및 평가항목 마련 필요","○ 추진근거 : 시장 방침(재무과-20551호 '12.5.9) ○ 연구기간 : 2013.1 ~ 2013.6월(6개월) ○ 소요예산 : 총 66000000원 ○ 연구내용  - 기업의 사회적 책임(CSR) 표준화  - CSR를 계약 평가항목으로의 편입방안 및 평가지표 마련   - CSR 촉진을 위한 지원제도와 인프라 구축방안  - 희망기업 제품 구매 활성화방안 모색"
"6603","견지동 문화관광자원 조성사업을 위한 타당성 조사 용역","2013-01-24","2013-07-23","서울시공공투자관리센터","ㅇ 전통과 역사의 관광자원이 풍부한 조계사주변에 문화관광자원 조성을 위한 타당성 도출 ㅇ 주변 낙후된 시설개선 관광버스 주차장 확보 등 관광인프라 확충과 외래 관광객유치를     위한 편의시설확충 등","ㅇ 위    치 : 서울시 종로구 견지동 45번지 일대 ㅇ 면    적 : 27388㎡ ㅇ 사업내용 : 역사공원 관광버스주차장확보 역사교육관건립 및 가람 재배치 등 ㅇ 총사업비 : 3140억원(국비 시비 자부담 포함)"
"6558","LED시스템조명 성능 검증 연구개발 용역","2012-12-05","2013-09-30","한국광기술원","○ 서울시는 서울친환경에너지선언 2030 그린디자인서울 마스터플랜 등 에너지절감을 극대화 할 수 있는 정책을 제시하고 증가일로의 전력사용 감축을 위한 조명혁신이 필요로 하는 상황에서 에너지효율과 인간감성소비 트렌드를 반영한 맞춤형 조명제품인 LED시스템조명 교체가 대안으로 부상하고 있음. ○ 따라서 LED시스템조명을 구성하고 있는 다양한 부품의 상호관계에 따른 성능 검증을 통하여 에너지절감 효과를 극대화 할 수 있는 LED시스템조명의 성능 지표 개발이 요구됨.","1. 목적 ○ 우리나라는 녹색성장 일환으로「LED조명 2060계획」을 추진하고 있으며 서울시는 ‘20년까지 에너지사용량 15%절감 온실가스 25% 감축을 위한 서울 친환경에너지 선언(’07.4) 등 에너지 절감 극대화 기술의 필요성이 시급한 상황임 ○ LED조명에 IT기술을 결합한 신개념 조명 솔루션으로 LED시스템조명이 대두됨에 따라 서울시 조명의 에너지절감 극대화가 가능한 「LED시스템조명 성능 검증 기술개발」학술용역을 추진하여 공급자의 기술력 향상과 수요자의 신뢰성 확보로 시울시의 LED시스템조명의 안정적 보급을 유도하고자 함.  2. 연구범위 ○ 공간범위 : 서울시 공공기관을 대상 ○ 시간범위 : 서울광원의 LED교체계획의 공공기간 보급기간은 2010년~2020년 걸친 10년 계획으로 수립되어있어 용역 내용이 다루어져야 할 중기 목표 연도를 2015년으로하고 장기 목표 연도는 2020년으로 설정 ○ 내용범위 : LED시스템조명 시범설치 시 성능 및 에너지절감효과 등 평가기술을 개발하고 성능지표를 제시"
"6605","서울시 에너지정책의 에너지절감효과 분석기법 개발","2012-11-20","2013-09-16","(재)서울연구원","&#984026; 에너지 수요절감과 신재생에너지 생산확대를 위한 “원전하나줄이기” 종합대책 추진   ○ 원전하나줄이기는 시민주도로 2014년까지 200만TOE의 에너지 절감 및 생산 정책으로 2012.4월 시작     - 신재생에너지 생산확대 에너지저소비 실천 시민문화 창출 등 6개 분야 78개 사업 추진  &#984026; 실제 에너지절감량 분석을 통한 추진 성과&#8228;평가는 에너지통계의 한계 및 에너지 자연증가분(BAU)    미고려로 성과 왜곡 우려   ○ 원전하나줄이기 추진 성과&#8228;평가는 실제 통계수치에 의한 에너지 절감량 분석이 이상적이나    ○ 에너지통계의 불규칙 등으로 실시간 에너지 소비량 파악이 곤란     - 전력은 2개월후 도시가스는 3개월후 석유와 지역에너지는 1년후 발표   ○ 에너지소비량은 환경변화 경제발전 등 다양한 사회&#8228;경제적 여건에 따라 영향을 받으므로      기온변화 가전제품 수요 및 건물 증가 소비패턴 등 종합적 변수 감안한 추진성과 측정 필요 &#984026; 우리시 실정에 적합한 원전하나줄이기 추진성과 측정 및 추진방향 모색을 위한 에너지절감량 분석기법 개발 필요","원전하나줄이기 종합대책의 추진성과를 측정하고 향후 추진방향 모색을 위한『서울시 에너지정책의 에너지절감효과 분석기법 개발 연구용역』을 시행하고자 함"
"6497","서울혁신파크 조성 기본계획수립 연구용역","2012-09-27","2013-02-23","(재)서울연구원","0 다양한 사회혁신 주체의 교류와 협력을 통해 사회문제 해결을 위한 클러스터 구축에 대한 대안을    여러나라에서 검토 0 사회혁신은 섹터간 협업이 필수적으로 사회적기업 협동조합 NGO 등의 집적과 연계를 통해 효율적인    사회혁신체계 구축 필요 0 아직까지 사회혁신과 관련한 연구나 실행사례가 미미한 수준으로 추진방향 프로그램 효과분석 등    기본계획 수립을 위한 연구용역 필요","0 사회혁신 클러스터 구축 기본방향 0 사회혁신 클러스터 입지분석 및 수요조사 0 사회혁신 생태계 조성을 위한 입주기관 지원 및 협력 프로그램 개발 0 사회혁신 클러스 운영방안 및 효과분석"
"6437","청계천유역 환경치수 도시관리방안 수립","2012-09-12","2013-08-12","(사)대한하천학회 외 3","○ 반복적 침수피해 지역으로 근원적 수해방지 대책 필요  ＊’10. 9.21 침수피해 원인조사 결과에 따른 대책수립    -단기대책 : 광화문네거리 “c'자형 하수암거 개선 및 유입시설 확충 등(완료)    -장기대책 : 효자동~청계천 장통교 대심도 빗물배수터널 설치 ○ 빗물배수터널 사업계획 변경(시장 방침 제168호 ’12.5.23)  ＊시민단체?관계 전문가 등이 제시한 의견 협의 결과 반영    -수해위험도 평가 단기대책 및 분산식 빗물관리시설의 효과 검증    -소규모 분산형 빗물관리시설 및 관거체계 개선 등 다양한 대안 검토?추진  ＊의견수렴 결과를 반영한 환경적 치수계획 수립    -치수 물순환 및 도시관리방안의 통합적 실행계획 필요    -계획수립을 위한 청계천유역 환경치수 도시관리방안 연구용역 시행 ○ 2012 서울시『물순환도시선언(행정2부시장 방침 제193호'12.6)』과 연계  ＊기후변화에 따른 홍수피해 수질악화 등 도시문제 해소 및 도시물순환의 회복  ＊건전한 물순환도시를 만들기 위한 정책반영 및 범시민동참 유도","○ 청계천유역의 홍수방어능력 및 물순환 여건에 대한 체계적인 분석을 통해 환경치수 관리모델의 유형화 ○ 생태환경회복과 침수저감의 동시목표달성을 위한 시설계획 및 도시관리방안 수립 ○ 효자배수분구에 대한 시범계획을 수립하여 광화문지역의 반복적 침수피해에 대한 홍수안전성을 확보하고 물순환도시로의 가능성을 검증 ○ 장단기 사업추진방안 및 제도적 제언을 통해 환경치수의 구체성 마련"
"5500","관광버스 권역별 수요예측 및 추가 주차장 확보를 위한 연구용역 추진계획","2012-09-05","2013-04-02","교통시스템연구실","&#10061; 한류열풍과 동계올림픽 유치 등으로 향후 국&#8228;내외 단체 관광객이 늘어 관광버스 주정차 수요증가가    예상되고 &#10061; 현재 서울의 주요 관광명소와 쇼핑시설 등 주변에 관광버스 주차공간이 부족하고 불법주정차로 인해    보행자와 일반차량에 교통불편이 야기됨에 따라 &#10061; 향후 관광버스 주차수요를 고려하여 합리적인 관광버스 주차대책을 수립할 수 있는 방안을 마련하고자    함","&#10061; 과 업 명 : 관광버스 권역별 수요예측 및 추가 주차장 확보를 위한 연구용역 &#10061; 과업기간 : 계약체결일로부터 7개월 &#10061; 시행방법 : 학술용역(협상에 의한 계약) &#10061; 중점연구사항  - 기존 관광버스 주차장 운영정책 분석과 시사점 도출  - 권역별 주요 관광지와 관광버스 이용현황 조사 및 분석  - 권역별 기존 관광버스 주차장 활성화 방안  - 향후 관광버스 주차수요를 고려한 추가 주차장 확보 방안 마련"
"5845","서울 문화콘텐츠 클러스터 조성?활성화 연구용역","2012-08-30","2013-02-28","(재)한국산업관계연구원","-서울에 자생적으로 형성되어 있는 문화콘텐츠 클러스터의 상상력을 활용한 문화콘텐츠 창작활동 지원 등 제도적 육성기반 조성 방안 필요  -문화콘텐츠의 관광자원화 등 타 문화콘텐츠와의 상호 연계와 협력을 촉진할  수 있는 전략 강구를 통하여 일자리 창출 및  지역 경제 활성화 도모","서울의 문화콘텐츠인 전통문화 창작예술 디지털콘텐츠 패션의 클러스터 육성 추진에 앞서 타당성 조사 및 클러스터 활성화계획 수립을 위한 학술용역"
"5817","택시업체 경영합리화 방안 연구(운수종사자 처우개선을 중심으로)","2012-08-28","2013-05-14","서울연구원","○ 택시산업의 “악순환 구조”를 “선순환 구조”로 전환 필요    - 유류비 인상 이용승객 감소 수익감소 낮은 처우로 인한 운수종사자 수급 어려움 등으로 택시영업이 악화되고 이로 인한 택시서비스 질적 저하 등 택시산업의 악순환 구조를 탈피하여 선순환구조로 전환할 수 있는 택시산업 활성화 방안 마련 필요  ○ 택시산업 체계개선 및 구조개혁으로 경쟁력 확보 및 택시시장 활성화 도모    - 자가용승용차 증가 대리운전 경쟁 대중교통체계 개선 등으로 인한 택시산업이 위축됨에 따라 택시산업 경쟁력 확보방안 마련 필요  ※ 서울시장 공약사항 : 택시산업경쟁력 강화를 위한 구조개선 추진(5-10-15) 등","○ 택시산업 경영 및 운영실태 조사&#8228;분석 ○ 해외도시 택시시설 규모 경영실태 사례 분석 ○ 택시산업 경영체계 개선방안 ○ 택시산업의 공공성 강화를 위한 택시업체의 새로운 경영모델 개발과 택시서비스 향상방안 제시 ○ 운수종사자 복지 및 처우개선방안 ○ 택시업무 효율적&#8228;체계적 통합운영방안 ○ 연차별 추진계획 및 소요재원 확보방안 등"
